CHROM POSITION	GENE	library_15
2_91882368_91892880	FAM69C	0.00000
2_91911374_91938465	C2H18orf63	0.00000
2_91938566_91949880	CYB5A	428.09200
2_919777_931612	PTPN23	17.36350
2_91988472_91993769	C18ORF55	41.63220
2_91993761_92017827	FBXO15	0.00000
2_92209155_92366870	LOC101751996	0.00000
2_92484394_92551829	NETO1	0.18505
2_92563596_92563685	MIR1803	0.00000
2_92626577_92632087	CBLN2	0.00000
2_93023341_93029024	LOC101752183	0.03793
2_93033425_93039027	LOC101752144	0.00000
2_93219268_93232573	LOC101752217	0.31249
2_93247461_93250264	LOC101752263	3.00662
2_93415735_93463878	LOC101747269	0.51872
2_93539717_93540381	-	15.72950
2_93542047_93545251	SOCS6	17.53700
2_93602165_93682819	RTTN	3.06004
2_93639288_93639361	TRNAA-AGC	289.78000
2_93689926_93728819	CD226	3.31995
2_93729117_93729864	-	11.50770
2_93736939_93981826	DOK6	9.75547
2_93973209_93973309	MIR1681	0.00000
2_94063360_94067092	LOC101747749	0.00000
2_94087495_94213392	LOC100859046	0.00000
2_9422600_9457385	LOC100859557	5.77835
2_94236976_94263035	TMX3	22.41150
2_94285410_94299074	LOC101749664	0.00000
2_94456322_94463640	LOC101748089	0.00000
2_9464951_9527881	NCAPG2	30.80590
2_94660450_94667869	DSEL	0.04934
2_94678711_94684238	LOC101748410	0.00000
2_94725027_94733387	LOC101748489	0.00000
2_94736473_94743927	LOC101748446	0.00000
2_94796013_94841794	LOC101748525	0.00000
2_94873359_94876473	LOC101748560	0.00000
2_94915483_94915849	LOC101749718	40.51780
2_95058964_95064832	LOC101748600	0.00000
2_95168834_95226253	CDH19	0.00000
2_95311858_95319353	LOC101748695	0.00000
2_95335148_95337501	LOC101748729	0.00000
2_95369533_95369794	LOC101749963	0.00000
2_9540643_9566827	WDR60	1.33292
2_95476993_95554453	CDH7	0.00000
2_9612897_9663645	VIPR2	0.44347
2_962884_964339	LOC420381	4.17839
2_96404417_96405491	MC2R	0.00000
2_96441916_96442894	MC5R	3.39902
2_96463718_96482644	RNMT	28.26260
2_96482751_96500037	C2H18ORF19	38.32870
2_96516592_96527721	C2H18ORF1	9.58782
2_96566841_96571775	LOC101748897	0.00000
2_96651454_96686941	-	30.55470
2_967164_969308	LOC101751647	0.47622
2_96808233_96865470	CEP192	4.14536
2_96869506_96882120	SEH1L	36.43020
2_96897192_96931106	PTPN2	165.88500
2_96926966_96927256	-	130.22000
2_96927308_96927545	-	139.38300
2_96927915_96929194	-	50.47330
2_96929442_96929564	-	1170.35000
2_96933944_96940738	PSMG2	65.43260
2_96940714_96955363	CEP76	34.14660
2_96957476_97082870	SPIRE1	5.70309
2_97084764_97095156	SLMO1	37.99750
2_97095319_97118723	AFG3L2	115.23600
2_97123921_97131304	TUBB6	185.67700
2_97143623_97155882	CIDEA	59.13700
2_97173754_97193841	IMPA2	18.60780
2_97193846_97220689	MPPE1	10.85240
2_97218824_97219047	-	81.05640
2_97221522_97222031	-	14.02010
2_97222334_97222955	-	16.56330
2_97223420_97337791	GNAL	30.97340
2_97402166_97404945	LOC101749772	0.00000
2_9760350_9765902	LOC101747991	0.00000
2_97607489_97903080	FAM38B	0.55513
2_9777148_9790113	LOC101748038	0.00000
2_978004_1045585	FAM188B	1.40390
2_97912884_97926252	LOC101750590	0.76577
2_9791648_9894442	ZMYND11	7.06691
2_97929583_97943862	NAPG	25.75340
2_97952710_97957458	MOG	6.29833
2_97958106_97964354	LOC101751118	0.00000
2_97967142_97989265	LOC101751084	3.30519
2_98011672_98035231	LOC101751048	9.26143
2_98037360_98039054	LOC101751156	16.34420
2_98181313_98186556	LOC101751193	0.00000
2_98186564_98217424	APCDD1	329.22600
2_98225119_98254555	VAPA	164.15700
2_98254810_98267524	LOC101751230	0.17274
2_98269699_98328937	RAB31	21.09810
2_98346406_98405339	PPP4R1	73.03800
2_98407578_98438739	RALBP1	77.98920
2_98441701_98442266	-	17.31130
2_98442321_98442773	-	19.89700
2_98442913_98459693	TWSG1	17.62920
2_98461590_98504449	ANKRD12	14.31680
2_98528097_98542010	NDUFV2	115.82200
2_98553689_98576260	LOC101751800	0.00000
2_98604182_98610308	LOC101751848	0.00000
2_98628549_98719749	LOC101751894,SOGA2	3.57819
2_98752963_98777167	RAB12	33.53100
2_98812312_99166129	LOC421049	5.69344
2_9901033_10040833	DIP2C	8.88104
2_99375161_99378060	LRRC30	0.00000
2_99400389_99499501	LAMA1	0.03484
2_99500614_99577568	ARHGAP28	0.11439
2_99866689_99867682	LOC101747611	0.00000
2_99867902_99872584	LOC421054	0.55946
2_99893939_99903604	LOC100858093	0.00000
2_random_111221_113981	LOC101749112	0.00000
2_random_178559_178824	IRX1	0.00000
2_random_188214_188486	SDC2	95.53310
2_random_199839_230450	LOC101749376	1.27010
2_random_253226_264490	LOC768579	1.77936
2_random_26346_26938	LOC100858429	0.00000
2_random_3062_3946	LOC100858773	36.02980
2_random_314917_318513	LOC101749842	1.35937
2_random_328220_328293	TRNAA-AGC	289.78000
2_random_328863_328936	-	289.78000
2_random_385836_387951	LOC101749671	2.51534
2_random_406495_408201	FOXC2	0.00000
2_random_424446_425644	LOC100858472	21.83470
2_random_446913_454664	LOC426301	33.57960
2_random_459381_459732	LOC101749328	0.00000
2_random_468303_484753	LOC101749286	0.06902
2_random_478794_479366	LOC101749243	7.39864
2_random_495305_502231	LOC101749550	2.07555
2_random_511359_517979	LOC100858616	13.69740
2_random_528754_529527	LOC101750249	6.06885
2_random_531906_532662	LOC101750773	15.49050
2_random_540234_542350	LOC100858300	0.29732
2_random_574538_574879	LOC100858580	13.10750
2_random_576136_578709	LOC100858664	6.06410
2_random_589740_592065	LOC100858507	0.00000
2_random_60210_62152	LOC101749184	14.28060
2_random_69656_73149	LOC101750175	1.07666
2_random_83687_90153	LOC101750112	0.00000
3_100213056_100217993	RDH14	3.89933
3_100224969_100230894	NT5C1B	3.99660
3_100230974_100245249	LOC101747481	0.00000
3_100690111_100695873	LOC101747560	0.00000
3_100695992_100697626	OSR1	0.00000
3_100698327_100703186	LOC101747518	0.00000
3_101015498_101032243	LOC421956	0.00000
3_101037010_101038540	TTC32	13.94350
3_101038887_101075530	WDR35	0.18341
3_101078560_101093839	MATN3	0.00000
3_101097689_101110495	LAPTM4A	153.86300
3_101110909_101115252	LOC101748134	0.00000
3_101228448_101250372	SDC1	112.01400
3_101260186_101260697	-	12.85730
3_101261004_101322705	PUM2	21.45820
3_101335005_101346460	LOC421965	0.00000
3_101357151_101365321	LOC101748329	0.15156
3_101365503_101367831	RHOB	30.96260
3_101390202_101397514	LOC101751539	1.33001
3_101488583_101494364	LOC101748389	0.00000
3_101545744_101547532	LOC101748490	3.11392
3_101555999_101589634	HS1BP3	3.90048
3_101600617_101605634	GDF7	0.00000
3_101610173_101718516	C3H2ORF43	20.89040
3_101882030_101916285	APOB	27.72680
3_101947788_101965882	TDRD15	7.68481
3_101981723_101986067	LOC101748542	0.00000
3_102112193_102129454	LOC101748582	0.00000
3_102188803_102205635	LOC101748623	0.00000
3_102512121_102537559	LOC101748658	0.00000
3_102890337_102894823	LOC101748696	0.00000
3_103235718_103638613	KLHL29	5.62493
3_10359063_10447689	MEIS1	7.63743
3_103648523_103648959	-	15.59790
3_103648979_103717879	ATAD2B	7.04546
3_103726225_103743261	UBXN2A	10.07830
3_103746112_103779123	MFSD2B	0.00000
3_103783133_103790763	LOC421975	5.21739
3_103798644_103814179	LOC770429	0.00000
3_103823955_103869947	FKBP1B	1.93483
3_103873554_103877433	SF3B14	44.68630
3_103877672_103887713	TP53I3	1.17986
3_103888391_103895330	LOC421978	0.39621
3_103895601_103963225	ITSN2	3.15897
3_103970076_103984339	XAB1	16.40500
3_103984452_104001643	ZNF512	44.97510
3_104000739_104007868	LOC101750103	21.76720
3_104008204_104015013	FNDC4	1.52872
3_104015097_104023384	LOC421982	3.46663
3_104023482_104057138	IFT172	0.70574
3_104057393_104059801	KRTCAP3	6.52620
3_104059882_104084885	NRBP1	26.89190
3_104085617_104102812	PPM1G	40.94370
3_104103609_104109041	LOC421988	8.35076
3_104108443_104113431	ZNF513	9.12255
3_104110504_104110858	-	26.20660
3_104113534_104118727	SNX17	55.80900
3_104118926_104123226	EIF2B4	11.06220
3_104124812_104133272	AGBL5	2.92576
3_104130417_104131009	-	11.02010
3_104133268_104134010	OST4	140.66300
3_104135363_104140623	TMEM214	41.87410
3_104140786_104140859	TRNAA-AGC	289.78000
3_104164642_104177329	CAD	17.53950
3_104177350_104181450	MPV17	2.96452
3_104206343_104207158	LOC101751860	0.85209
3_104207199_104213131	GTF3C2	10.37330
3_104213712_104214787	LOC100857732	16.93180
3_104235951_104236508	-	14.90840
3_104236782_104237718	-	13.92710
3_104237773_104238279	-	15.24870
3_104238331_104238690	-	27.49910
3_104239220_104252732	DNMT3A	11.82630
3_104269404_104409855	DTNB	2.92055
3_104419930_104420392	-	12.75030
3_104420517_104504133	ASXL2	7.43097
3_10449659_10450286	-	13.99570
3_10450492_10450827	-	29.84260
3_104515564_104529392	KIF3C	1.34123
3_104536161_104573669	RAB10	110.32000
3_104574954_104583669	FAM59B	2.41367
3_104583824_104607570	HADHA	124.00800
3_104607826_104619369	HADHB	70.24190
3_10461558_10462448	LOC101750878	0.00000
3_104624625_104633952	GVINP1	0.16008
3_104646037_104665960	EPT1	33.97500
3_104666022_104667008	-	27.33450
3_104671518_104674019	LOC770271	1.37299
3_104675183_104698698	PTK2B	2.14229
3_104700298_104704879	CHRNA2	0.00000
3_104709132_104712019	LOC100857686	2.33556
3_104712778_104721570	EPHX2	11.90070
3_104723262_104736793	LOC770996	1.29414
3_104740046_104748032	C3H8ORF80	15.08500
3_104748549_104759808	LOC422002	11.38800
3_104760079_104779412	SCARA5	1.61079
3_104781331_104789655	PBK	11.81820
3_104790087_104803415	ESCO2	7.19753
3_104803964_104814984	CCDC25	23.06820
3_104817332_104822180	SCARA3	0.46205
3_104823789_104824453	-	23.02230
3_104825223_104825835	-	12.09200
3_104826050_104826967	-	11.99210
3_104827060_104827835	-	17.85480
3_104828749_104835263	CLU	85.24310
3_104835714_104839212	C2ORF18	11.24820
3_104842507_104855709	KCNK9	0.00000
3_104887258_104889701	C3H2ORF70	0.00000
3_104893684_104965457	OTOF	0.00000
3_104967414_104979545	CCDC164	0.00000
3_104980457_104985162	TRIM35	22.59290
3_104988824_104995683	STMN4	0.00000
3_104998365_105007548	LOC101752065	0.00000
3_105015085_105016660	POMC	0.00000
3_105017492_105058430	EFR3B	1.35330
3_10506036_10518983	LOC101750917	0.00000
3_105062439_105068671	DNAJC27	9.57869
3_105068923_105069747	-	10.60870
3_105072744_105086067	ADCY3	1.88259
3_105085783_105092472	CENPO	2.95467
3_105092450_105099933	PTRHD1	0.00000
3_105103884_105211523	NCOA1	6.50114
3_105253321_105256600	LOC101750766	0.00000
3_105258562_105270001	LOC101750809	0.00000
3_105280188_105286972	LOC425623	0.66028
3_105295353_105304522	ZNF395	12.17490
3_105308182_105311570	PNOC	0.00000
3_105319046_105329333	LOC426385	2.88812
3_105336340_105420205	ELP3	84.79630
3_105409991_105410292	-	39.21300
3_105410292_105410526	-	69.16680
3_105410764_105411556	-	16.21990
3_105425452_105461280	FBXO16	5.95186
3_105461479_105513572	FZD3	14.57040
3_105537249_105649802	EXTL3	18.43970
3_105650406_105650965	-	12.97130
3_105651136_105651604	-	17.44450
3_105655450_105723050	INTS9	8.42015
3_10576068_10589907	LOC101751026	0.00000
3_105769362_105832656	HMBOX1	4.55446
3_105851049_105973507	KIF13B	2.04451
3_10592715_10600370	LOC101751062	0.00000
3_106054044_106314892	MSRA	13.75050
3_10628586_10677392	LOC100858821	0.00000
3_106318273_106333987	PRSS55	0.00000
3_106374320_106413880	RP1L1	0.00000
3_106441583_106445461	SOX7	0.80626
3_106452494_106513800	PINX1	9.46589
3_106561296_106717382	XKR6	0.35570
3_106665519_106679486	LOC101752064	2.85060
3_106717634_106722399	LOC101752103	0.00000
3_106740472_106741801	GALN1	0.00000
3_106747960_106749039	GALN2	0.00000
3_106750936_106751611	GALN3	0.00000
3_106761332_106784750	MTMR9	10.76630
3_106804295_106815180	TDH	3.34052
3_106837749_106856382	FAM167A	0.00000
3_106862599_106897786	BLK	0.00000
3_106918621_106923800	LOC101747434	0.00000
3_106938825_106954260	LOC100858393	0.00000
3_106954549_106977499	GATA4	0.00000
3_106981675_106985092	NEIL2	0.00000
3_106985672_106996753	FDFT1	111.61100
3_106997124_107007489	CTSB	208.41700
3_107019511_107024037	GAL13	0.00000
3_107028991_107029891	GAL12	0.00000
3_107032658_107035277	GAL11	0.73414
3_107041206_107041278	-	0.00000
3_107041683_107041756	-	0.00000
3_107042706_107042778	-	0.00000
3_107043045_107043117	-	0.00000
3_107053576_107056194	GAL10	587.09600
3_107060377_107063435	GAL9	63.58930
3_107064423_107067093	GAL8	1.68364
3_107069508_107071114	GAL7	0.00000
3_107073344_107075503	GAL6	0.00000
3_107079769_107082274	GAL2	0.00000
3_107083698_107086143	GAL1	0.00000
3_107088311_107090855	DEFB1	0.00000
3_107093687_107095091	GAL5	3.28903
3_107097382_107099252	GAL4	0.72603
3_107102470_107105470	LOC100858701	0.00000
3_107105462_107111612	XKR5	2.91948
3_107119231_107128818	TRAM2	13.94020
3_107130397_107147748	EFHC1	0.88157
3_107153613_107165829	PAQR8	4.27192
3_107167271_107168936	LOC101748390	0.00000
3_107169927_107179386	MCM3	20.75660
3_107184893_107187650	IL17F	0.36620
3_107193857_107207371	IL17F	0.00000
3_107209162_107209246	MIR133B	0.00000
3_107213959_107214035	MIR206	0.00000
3_107230273_107462415	PKHD1	0.44412
3_107278707_107278779	-	0.00000
3_107847649_107873099	TFAP2B	0.00000
3_107894064_107943864	TFAP2D	0.00000
3_10814691_10822835	ETAA1	4.80969
3_10823637_10927835	LOC421268	0.00000
3_108321096_108332701	CRISP2	2.49123
3_108364598_108372392	LOC428667	0.00000
3_108386407_108397568	RHAG	0.00000
3_108401364_108418615	LOC422046	3.16819
3_108420168_108425653	CENPQ	3.55256
3_108426196_108445533	MUT	17.23270
3_108447860_108452107	COPN5L2	0.00000
3_108458660_108462197	LOC101749519	0.00000
3_108472537_108478904	LOC422051	18.82810
3_108479174_108511079	CDC5L	35.06000
3_108690196_108963953	SUPT3H	3.26602
3_108922068_109069083	RUNX2	4.11915
3_108982369_108982797	-	14.68640
3_109244289_109315860	CLIC5	0.03674
3_10927878_10930091	LOC101751139	0.00000
3_109322437_109327827	ENPP4	3.11785
3_109336789_109412224	RCAN2	5.14400
3_109420659_109421085	-	14.81860
3_109422671_109444259	CYP39A1	11.88570
3_109447795_109457303	TDRD6	0.19479
3_109458230_109458577	-	25.15880
3_109458848_109471080	PLA2G7	5.67646
3_109468345_109468664	-	47.73300
3_109473059_109475010	LOC101750448	0.00000
3_109476672_109477638	TAS2R7	0.00000
3_109487069_109499681	MEP1A	0.00000
3_109502121_109534422	GPR116	0.00000
3_109559435_109588428	TNFRSF21	25.04090
3_109614555_109619506	LOC101750714	0.00000
3_109620063_109686474	CD2AP	13.28440
3_109727740_109741746	OPN5	0.00000
3_109787390_109871532	C3H6ORF138	0.00000
3_110072088_110084019	LOC101750810	0.00000
3_110134857_110138773	LOC101750844	0.00000
3_110154857_110160105	LOC101751182	0.00000
3_110192197_110387039	FAM176A	0.74260
3_110398517_110404133	MRPL19	58.45380
3_110408070_110412398	C3H2ORF3	35.47280
3_110423952_110426569	-	17.39590
3_110435152_110435981	LOC101751316	2.69412
3_11106918_11120517	C1D	34.22830
3_11131568_11137426	WDR92	12.91270
3_11137451_11141000	PNO1	52.90060
3_11142464_11175965	PPP3R1	26.72070
3_11203129_11209021	CNRIP1	0.19286
3_11215501_11230585	PLEK	1.59943
3_11240593_11243697	FBXO48	1.72619
3_11243875_11265281	APLF	3.42059
3_11273623_11280769	PROKR2	0.00000
3_11335661_11354586	LOC101751601	0.00000
3_11362775_11381425	BFSP1	0.13661
3_11382948_11561006	PCSK2	0.00000
3_11539185_11548047	LOC101751688	0.00000
3_11562522_11568303	LOC101751650	0.00000
3_11633707_11634865	LOC101752242	2.06821
3_11635662_11795404	CDC42BPA	23.39850
3_11795656_11795983	-	34.30170
3_11796061_11797517	-	19.17340
3_11797571_11797907	-	24.69030
3_11799999_11831850	ADCK3	39.12650
3_11841167_11859046	PSEN2	34.03060
3_11857621_11860391	LOC416744	0.00000
3_11878963_11927647	ITPKB	3.67153
3_11932190_11937485	C20ORF7	4.14834
3_11969661_12042367	TASP1	3.95343
3_12068554_12108392	ISM1	0.27333
3_12115517_12133776	LOC101747325	0.20289
3_12135819_12238057	SPTLC3	0.54442
3_12295114_12299121	LOC101747570	0.00000
3_1232109_1334949	LOC101748340	0.08750
3_12331359_12342175	LOC101747599	0.69094
3_12368552_12409533	LOC101747642	0.00000
3_12433809_12445014	BTBD3	6.34135
3_12462921_12512028	LOC101747814	0.00000
3_12514598_12642538	LOC101747849	0.15606
3_12620455_12620550	MIR1641	0.00000
3_12843905_12879663	JAG1	5.14372
3_12886408_12961425	C3H20ORF94	1.39277
3_12961576_12968411	MKKS	19.38980
3_12998548_13027874	SNAP25	0.00000
3_13110843_13125035	LOC416735	0.00000
3_13130188_13142969	LOC101748254	0.00000
3_13152310_13172735	LOC101747958	0.00000
3_13227035_13285790	PAK7	6.26045
3_13290067_13299614	C3H20ORF103	4.37929
3_132996_136038	LOC101747349	0.16958
3_13302979_13394073	PLCB4	4.07860
3_1335707_1346830	LOC101748294	0.23010
3_13541725_13916849	PLCB1	6.12848
3_13968157_13993904	TMX4	48.78310
3_13999211_14025169	HAO1	2.54358
3_14028996_14029085	MIR1756B	0.00000
3_14446421_14450082	BMP2	40.34540
3_14450979_14451439	-	28.26990
3_146393_163985	CCDC104	0.00000
3_14640627_14661941	FERMT1	9.55900
3_14666229_14675484	LRRN4	0.56546
3_14682990_14689637	CCT4	224.60700
3_14689736_14702348	FAM161A	0.52055
3_14702015_14714699	DTD1	13.46440
3_14714802_14715987	LOC101749038	2.22697
3_14716776_14733389	SEC23B	46.01110
3_14736296_14743873	POLR3F	16.42890
3_14744077_14764205	DZANK1	0.58666
3_14764583_14765717	BIRC5	12.67340
3_14767124_14785636	CSRP2BP	12.96370
3_14787075_14789944	LOC101749665	0.00000
3_14797007_14802933	OVOL2	0.28545
3_14805697_14813652	C3H20ORF72	2.84371
3_14813735_14829920	SNX5	5.10996
3_14867800_14889639	RRBP1	51.24500
3_14892488_14895763	DSTN	306.93500
3_14928587_14930923	CST3,MIR3526	224.00500
3_15056010_15104910	SYNDIG1	0.00000
3_15162123_15167409	CST7	0.00000
3_15172207_15185213	C3H20ORF3	37.34020
3_15185613_15221003	ACSS1	3.14564
3_15240348_15316856	TTBK1	2.02659
3_15326573_15340830	SLC22A7	0.35301
3_15341918_15357254	TTL	39.70710
3_15357603_15374535	POLR1B	19.88770
3_15374617_15376306	PTCRA	0.60560
3_15376922_15378857	LOC100858990	23.30810
3_15380284_15381076	-	26.99950
3_15382155_15396972	PEX6	6.27111
3_15399627_15402658	VSX1	0.00000
3_15420656_15434416	ENTPD6	6.39913
3_15440020_15443931	MAL	0.00000
3_15447528_15491934	MRPS5	28.21280
3_15666255_15735768	SLC8A1	0.00000
3_15740701_15762556	LOC100859089	2.01910
3_15743295_15746222	GINS1	3.52064
3_15762717_15769248	EIF4A3	51.27000
3_15770429_15771042	-	14.47490
3_15771458_15771932	-	30.45840
3_15772016_15810530	ATL2	36.09730
3_15827529_15846475	HNRPLL	20.39610
3_15865824_15880269	GALM	27.44220
3_15875119_15882338	LOC100859609	79.52090
3_15882997_15885252	GEMIN6	31.21510
3_15885976_15893137	SRSF7	123.11000
3_15894451_15914550	DHX57	4.71657
3_15915522_15919849	MORN2	0.78873
3_15920482_15959490	ARHGEF33	0.00000
3_15958698_16000689	SOS1	23.76390
3_16004091_16085510	MAP4K3	16.17520
3_16091817_16101257	THUMPD2	10.77770
3_16101545_16143538	GPCPD1	4.99235
3_16151313_16213002	C3H20orf196	0.00000
3_1618113_1648956	LOC101748380	0.00000
3_16215457_16239094	CHGB	84.10340
3_16243730_16255211	TRMT6	14.93670
3_16255283_16270303	MCM8	2.62967
3_16272234_16276727	CRLS1	18.94580
3_16287004_16320211	C1ORF95	0.00000
3_16306953_16309806	LOC101747559	0.00000
3_16336402_16340057	LOC100859360	0.00000
3_16361480_16390721	PARP1	52.01650
3_164032_190324	SMEK2	76.46510
3_16404584_16432519	LIN9	5.24920
3_16434420_16435318	MIXL1	0.00000
3_16436995_16453889	LOC101747624	0.15918
3_16453957_16471806	ACBD3	22.64580
3_16483161_16487393	H3F3C	287.62600
3_16502261_16509842	C3H1ORF55	40.22260
3_16515328_16518570	LEFTY2	0.00000
3_16530658_16559782	TMEM63A	4.14729
3_16566291_16589328	EPHX1	8.87208
3_16595536_16603839	SRP9	10.55240
3_16679901_16723654	ENAH	45.12240
3_16737676_16748364	LOC101748007	0.17887
3_16751706_16763037	LBR	33.51370
3_16763090_16764000	-	15.37170
3_16775022_16783913	DNAH14	0.98653
3_16798884_16840672	CNIH3	4.09693
3_16859048_16900275	WDR26	7.56797
3_16901668_16913168	CNIH4	6.78461
3_16913117_16942874	NVL	15.07660
3_16947731_16952145	DEGS1	24.78060
3_16956093_16979519	FBXO28	0.00000
3_16979390_17019619	TP53BP2	63.61560
3_17020470_17040693	CAPN2	1.92443
3_17045939_17074147	CAPN8	0.00000
3_17099619_17173638	SUSD4	0.71798
3_17199284_17201870	TLR5	0.55218
3_17202194_17212964	LOC421332	0.86201
3_17228256_17314043	DISP1	5.68328
3_17322444_17344820	BROX	6.75974
3_17344932_17369849	AIDA	13.82130
3_17370576_17396662	MIA3	13.01200
3_17399548_17409701	TAF1A	6.93252
3_17413426_17428555	HHIPL2	0.28274
3_17429103_17429176	TRNAT-UGU	0.00000
3_17664735_17687008	DUSP10	18.60680
3_17965177_17973541	MARC2	61.81210
3_17975268_17975947	PFN3	0.00000
3_17980525_17984135	C3H1ORF115	3.30067
3_17985645_18041306	MARK1	11.64920
3_18056174_18087395	LOC101749884	0.07076
3_18087534_18127933	RAB3GAP2	5.90028
3_18128107_18152750	IARS2	8.40237
3_18143382_18143457	MIR194	0.00000
3_18143688_18143793	MIR215	0.00000
3_18152820_18163639	BPNT1	24.02410
3_18166978_18204031	EPRS	65.31590
3_18207721_18229410	SLC30A10	2.23970
3_1831130_1886862	BCL11A	3.55061
3_18359541_18372310	LOC101750057	0.00000
3_18465396_18490251	LYPLAL1	5.33312
3_18690002_18753123	TGFB2	0.72149
3_18763583_18789004	RRP15	29.97990
3_18890033_18928057	LOC101750321	0.00000
3_18989949_19079042	SPATA17	0.31348
3_19079208_19182647	GPATCH2	6.90591
3_192026_209669	PNPT1	30.30710
3_19304504_19307402	LOC770824	0.00000
3_19308710_19309421	LOC101750502	0.00000
3_19516508_19519551	LOC421356	0.00000
3_19553877_19670460	ESRRG	9.37915
3_19670948_19671880	-	12.64840
3_19699491_20069874	USH2A	0.00000
3_1970600_1987630	PAPOLG	0.00000
3_20069283_20095639	KCTD3	7.21169
3_2009614_2043559	REL	6.36954
3_20175750_20279907	KCNK2	0.20525
3_20356190_20390776	CENPF	1.54043
3_20391003_20394151	LOC101750904	0.00000
3_20400921_20510547	PTPN14	4.12269
3_2045623_2079685	PUS10	3.16717
3_20511394_20538424	SMYD2	4.32129
3_20622184_20622885	-	15.22000
3_20623706_20624800	-	11.82380
3_20624909_20626165	-	10.62800
3_20626241_20662934	PROX1	9.69590
3_20703573_20772610	LOC101751313	0.00000
3_20792006_20803190	LOC101751350	0.00000
3_2080020_2087191	PEX13	9.01671
3_2088028_2111244	KIAA1841	2.87512
3_2092370_2092691	-	30.40110
3_20979683_21065176	RPS6KC1	3.13167
3_21069051_21081092	ANGEL2	13.25780
3_21081583_21103196	VASH2	31.94460
3_21111151_21122525	FLVCR1	37.61000
3_21127054_21140964	TATDN3	7.30027
3_21140904_21153143	NSL1	13.58930
3_21153379_21153939	-	22.17410
3_21156790_21160174	BATF3	1.97551
3_21183994_21189607	ATF3	6.87179
3_2119403_2166209	LOC421195	0.42881
3_21194284_21194382	MIR1649	0.00000
3_21212325_21235564	LOC100859888	0.56116
3_21266772_21271595	NENF	13.37590
3_21271576_21291463	TMEM206	8.34921
3_21292198_21332394	PPP2R5A	18.31470
3_21364604_21386867	DTL	4.66741
3_21387107_21407509	INTS7	12.03390
3_21426333_21483612	LPGAT1	31.05980
3_21483674_21484803	-	20.61960
3_21485168_21485865	-	10.67370
3_21505093_21511770	NEK2	4.42794
3_21531870_21539878	SLC30A1	68.82990
3_21541320_21563229	LOC100857187	0.17745
3_21572475_21630811	RD3	1.39768
3_21600640_21605703	SRRM2	21.11360
3_21605814_21621949	TRAF5	0.00000
3_21631165_21650456	RCOR3	5.65658
3_2166398_2174721	AHSA2	51.33800
3_21679722_21839587	KCNH1	0.20680
3_2177271_2317483	USP34	8.81286
3_21853109_22000365	HHAT	0.75280
3_22000428_22009774	LOC101748155	0.00000
3_22043580_22049433	SERTAD4	2.59842
3_22060111_22158960	SYT14	1.55064
3_22160354_22169481	LOC101748202	0.00000
3_22176034_22191001	DIEXF	10.24580
3_22195649_22201892	MRPS10	18.86500
3_22197513_22197588	MIR1598	0.00000
3_22204914_22277483	TRERF1	4.46114
3_22321255_22372930	UBR2	17.42450
3_22332_31042	LOC101752235	0.00000
3_22380706_22390223	PRPH2	0.00000
3_22399362_22401422	TBCC	19.13430
3_22414879_22446730	KIAA0240	2.52055
3_225348_277997	EFEMP1	0.00000
3_22667475_22700386	LOC421390	0.14556
3_22936415_23090810	EML4	25.76610
3_23132762_23136514	LOC771353	0.00000
3_2321701_2363537	XPO1	196.05400
3_23246195_23251039	COX7A2L	47.44330
3_23264769_23277299	KCNG3	0.25762
3_23295618_23405188	MTA3	6.88859
3_23462668_23493957	HAAO	0.32721
3_23498407_23498502	TRNAI-UAU	0.00000
3_23811884_23820179	LOC101749681	0.00000
3_23843176_23873178	LOC101749719	0.00000
3_2395736_2396871	LOC101749144	0.00000
3_23990722_24002192	LOC101749761	0.00000
3_2399347_2403030	LOC101749191	0.71835
3_2403811_2404186	-	41.30120
3_24041892_24052102	LOC101749885	0.00000
3_24158593_24163285	LOC101749964	0.17988
3_24163384_24180916	LOC101749926	0.89622
3_24329236_24331111	-	74.97520
3_24335202_24486466	THADA	6.99709
3_2442528_2449520	LOC101750897	70.90730
3_2446546_2447295	-	10.86200
3_2448348_2448868	-	18.73650
3_2448948_2449415	-	12.50780
3_24490636_24543181	PLEKHH2	0.24741
3_24497037_24502583	LOC101750005	0.00000
3_2449841_2450729	-	20.67410
3_2451234_2451607	-	31.09420
3_2451682_2452303	-	18.92950
3_2452355_2452740	-	19.97650
3_2452795_2453615	-	21.88900
3_2453843_2454305	-	21.73920
3_24548027_24569965	DYNC2LI1	1.09288
3_24569700_24585942	ABCG5	0.12246
3_24586007_24599640	ABCG8	0.00000
3_24609547_24695386	LRPPRC	31.74600
3_2461673_2490317	LOC101749579,RTN4	67.29400
3_24695429_24761454	LOC101750546	0.39815
3_24761762_24820319	PPM1B	26.89960
3_24815499_24815953	-	19.73770
3_24827605_24842015	SLC3A1	3.39494
3_24842180_24858890	PREPL	0.75102
3_24859174_25056400	CAMKMT	1.88368
3_2489270_2609765	EML6	0.00000
3_25179123_25203539	SIX3	0.00000
3_25240566_25243491	SIX2	0.00000
3_25283076_25324038	LOC101751111	0.00000
3_25432953_25555862	SRBD1	3.73750
3_25575555_25858765	PRKCE	3.63198
3_25925104_25982708	EPAS1	1.35989
3_25948180_25948766	-	9.47117
3_25950153_25950753	-	14.11960
3_25983532_26022174	LOC101751252	0.71501
