GENE	CHROM POSITION	library_15
LOC101748467	Un_25095228_25096413	0.00000
LOC101748468	3_79344771_79415683	0.00000
LOC101748469	12_15836487_15839260	0.77743
LOC101748470	4_59479348_59489206	0.06833
LOC101748471	4_82655218_82663281	0.00000
LOC101748472	1_29276907_29285196	0.00000
LOC101748473	Z_25665300_25675049	0.17055
LOC101748474	1_66375525_66386406	0.00000
LOC101748475	14_random_60726_62778	24.27490
LOC101748476	1_169302098_169312620	0.00000
LOC101748477	Un_28771881_28772470	0.00000
LOC101748478	Un_7904904_7905420	0.00000
LOC101748479	Un_34579109_34583940	10.98870
LOC101748480	2_127646333_127650962	0.00000
LOC101748481	3_56826891_56831644	0.00000
LOC101748482	3_62459263_62463088	0.00000
LOC101748483	3_74271828_74291573	0.00000
LOC101748484	4_24291603_24340722	2.16249
LOC101748486	5_44698271_44705854	0.00000
LOC101748487	7_7630241_7635103	0.00000
LOC101748489	2_94725027_94733387	0.00000
LOC101748490	3_101545744_101547532	3.11392
LOC101748491	19_8204530_8228934	0.34066
LOC101748492	8_10719558_10722110	0.00000
LOC101748493	23_3077137_3079843	0.23777
LOC101748494	1_19553660_19559223	0.00000
LOC101748495	Z_56438854_56444585	0.00000
LOC101748496	Z_60672488_60680618	0.00000
LOC101748497	Z_60805745_60808180	0.00000
LOC101748498	1_random_435229_435693	0.00000
LOC101748499	16_random_45628_46203	0.00000
LOC101748500	2_4401467_4402875	0.00000
LOC101748501	Un_20593813_20595257	0.08949
LOC101748502	Un_21816583_21818798	6.17903
LOC101748503	2_110113579_110127322	0.00000
LOC101748504	2_116815322_116819998	0.00000
LOC101748505	3_92422446_92449448	0.00000
LOC101748506	4_50405843_50461875	0.23404
LOC101748507	5_40876400_40981346	0.00000
LOC101748508	13_12498809_12502703	0.00000
LOC101748509	2_88583780_88593038	0.00000
LOC101748510	4_59523497_59529097	4.29108
LOC101748511	24_5532048_5554168	0.44009
LOC101748512	1_83767553_83777754	0.00000
LOC101748513	1_169367945_169373435	0.00000
LOC101748514	Un_33672863_33673979	23.37800
LOC101748515	Un_13344025_13345048	11.98300
LOC101748516	Un_36348961_36350562	0.00000
LOC101748517	Un_24450001_24451384	7.28404
LOC101748518	Un_21520800_21522533	0.00000
LOC101748519	Un_27501518_27502232	0.04792
LOC101748520	Un_8458309_8464789	2.50378
LOC101748521	3_56922248_56925137	0.00000
LOC101748522	4_24263787_24270722	3.50628
LOC101748523	5_10145345_10146980	0.00000
LOC101748524	1_105379262_105388889	0.07835
LOC101748525	2_94796013_94841794	0.00000
LOC101748526	3_37721256_37723805	0.00000
LOC101748527	4_77799182_77814967	0.00000
LOC101748528	5_57398471_57402577	0.00000
LOC101748530	14_random_4813_8927	0.15945
LOC101748531	2_10086096_10091241	0.07456
LOC101748532	Un_22643253_22644377	0.00000
LOC101748533	Un_28931564_28932671	19.60310
LOC101748534	2_110131423_110142764	0.14272
LOC101748535	2_138449480_138450194	15.72190
LOC101748536	4_50670613_50689369	0.00000
LOC101748537	5_41070147_41075442	0.30533
LOC101748538	10_19861318_19864821	0.00000
LOC101748539	11_1160263_1164866	0.19881
LOC101748540	12_10423951_10440229	0.00000
LOC101748541	12_16182705_16210160	0.20767
LOC101748542	3_101981723_101986067	0.00000
LOC101748543	8_19678070_19679482	0.31318
LOC101748544	Z_8322022_8324011	0.00000
LOC101748545	27_1489186_1492803	1.13456
LOC101748546	1_49509086_49516148	1.60909
LOC101748547	Z_60682679_60686080	0.00000
LOC101748548	Z_60812014_60813785	0.00000
LOC101748549	Un_17006425_17008395	0.79861
LOC101748550,LOC101748832,LOC429574	Un_12397509_12402789	0.07458
LOC101748552	Un_1891534_1894984	1.28251
LOC101748553	Un_6649173_6649641	0.00000
LOC101748554	4_5349488_5356365	0.00000
LOC101748555	5_10149745_10154021	0.00000
LOC101748556	11_6475499_6522553	0.00000
LOC101748557	1_105565596_105566484	0.00000
LOC101748558	15_4576578_4598739	0.10788
LOC101748559	16_225157_229554	15.59020
LOC101748560	2_94873359_94876473	0.00000
LOC101748561	3_37748802_37768759	0.11607
LOC101748562	5_57415826_57422031	0.00000
LOC101748563	1_29822517_29836220	0.00000
LOC101748564	Z_53289345_53292114	0.00000
LOC101748565	14_random_42536_45420	0.09933
LOC101748566	W_random_292199_293751	0.00000
LOC101748567	2_10198728_10202259	0.25872
LOC101748568	Un_16939921_16940869	0.50517
LOC101748569	Un_3395406_3405814	46.76830
LOC101748570	Un_32166117_32166586	0.00000
LOC101748571	Un_19846022_19846876	2.52973
LOC101748572	2_110204099_110216996	0.00000
LOC101748573	Un_21822613_21823435	24.34550
LOC101748574	2_128077016_128087775	0.00000
LOC101748575	2_138708027_138713071	0.00000
LOC101748576	5_47714763_47719966	0.00000
LOC101748577	6_7479535_7495408	17.81540
LOC101748578	9_11049381_11057552	0.42283
LOC101748579	9_22894677_22896913	0.00000
LOC101748580	1_120287917_120290337	0.00000
LOC101748581,PIGR	26_2521557_2542998	1.54785
LOC101748582	3_102112193_102129454	0.00000
LOC101748585	1_69832523_69835428	0.00000
LOC101748586	Z_69581894_69595904	0.00000
LOC101748587	16_random_245139_245739	0.32248
LOC101748588	Un_28198350_28199481	12.75030
LOC101748589	2_4544819_4551482	7.78615
LOC101748590	Un_5880960_5881726	75.92750
LOC101748591	3_79452030_79459369	0.00000
LOC101748592	4_5269962_5311575	0.15177
LOC101748593	5_22009145_22030973	0.00000
LOC101748594	5_27374464_27387598	0.00000
LOC101748595	6_29198719_29203065	0.00000
LOC101748596	9_14861768_14867921	1.81378
LOC101748597	10_19873440_19876492	1.99073
LOC101748598	1_105725925_105726918	0.00000
LOC101748599	14_15114726_15116580	1.66113
LOC101748600	2_95058964_95064832	0.00000
LOC101748601	23_2775963_2787172	0.00000
LOC101748602	9_10089281_10097205	0.00000
LOC101748603	1_29782729_29797489	0.00000
LOC101748604	1_75203353_75210594	0.14185
LOC101748605	Z_60703455_60706580	0.00000
LOC101748606	Z_61938806_61940258	0.05995
LOC101748607	1_129733917_129736076	0.00000
LOC101748608	Z_80890058_80899552	0.00000
LOC101748609	LGE22C19W28_E50C23_608323_610045	0.32240
LOC101748610	1_random_916057_917257	0.00000
LOC101748611	14_random_58611_59098	0.00000
LOC101748612	22_random_39293_39861	0.71207
LOC101748613	1_169453917_169465702	0.12834
LOC101748614	1_179647609_179652363	2.63528
LOC101748615	1_185492139_185493546	0.00000
LOC101748616	Un_16896408_16897165	0.20238
LOC101748617	Un_17010049_17012477	0.92898
LOC101748618	2_10349273_10353272	0.09682
LOC101748619	Un_22333061_22334315	65.20480
LOC101748620	3_8056672_8069965	0.00000
LOC101748621	10_15340969_15347977	0.00000
LOC101748623	3_102188803_102205635	0.00000
LOC101748624	24_2805518_2832860	0.00000
LOC101748625	Z_15017238_15019283	0.00000
LOC101748626	Z_69942606_69948397	0.52873
LOC101748627	Un_809256_822280	23.33210
LOC101748628	Un_33508700_33513805	3.30787
LOC101748629	2_4554959_4557279	0.00000
LOC101748630	Un_6450412_6451307	6.18698
LOC101748631	Un_9506567_9507506	45.17990
LOC101748632	Un_8282258_8282669	0.00000
LOC101748633	Un_27586019_27587300	2.96850
LOC101748634	2_103511615_103516880	0.00000
LOC101748635	3_79466933_79473338	0.10536
LOC101748636	4_5935157_5990829	0.00000
LOC101748637	4_46612837_46613460	0.00000
LOC101748638	1_105732983_105735129	0.00000
LOC101748639	14_6165459_6169345	0.00000
LOC101748641	15_7048189_7050022	7.11247
LOC101748642	3_29496847_29497611	0.00000
LOC101748643	18_10174810_10176076	0.50285
LOC101748644	4_59563968_59575973	1.21816
LOC101748645	1_75210884_75213095	0.00000
LOC101748646	1_95591587_95594991	0.18673
LOC101748647	1_102387735_102392663	0.00000
LOC101748648	Z_81050122_81061340	0.00000
LOC101748649	1_169443432_169447293	0.28032
LOC101748650	1_192069193_192070747	0.00000
LOC101748651	Un_2784212_2785035	1.52258
LOC101748652	2_37773464_37782846	0.00000
LOC101748654	4_50981478_50987951	0.17841
LOC101748656	5_10454059_10461392	0.00000
LOC101748657	6_7577749_7582214	0.40554
LOC101748658	3_102512121_102537559	0.00000
LOC101748659	Z_15494834_15515241	0.00000
LOC101748660	Z_60729430_60732284	0.00000
LOC101748661	Z_70158938_70159873	0.00000
LOC101748662	Z_61941657_61943109	0.05995
LOC101748663	1_random_724691_725223	0.00000
LOC101748664	1_148922815_148940577	0.00000
LOC101748665	Un_26044643_26046259	0.00000
LOC101748666	Un_34114651_34118189	108.86700
LOC101748667	Un_24339526_24340871	0.00000
LOC101748668	Un_8422838_8423797	10.76620
LOC101748669	2_103950250_103978158	3.80496
LOC101748670	Un_6705022_6705940	0.00000
LOC101748671	2_138958081_138966385	3.48015
LOC101748672	3_79495786_79607177	0.00000
LOC101748673	5_41390371_41405701	0.07195
LOC101748674,SPIRE2	11_18261198_18267214	1.38549
LOC101748675	1_105768235_105774156	0.00000
LOC101748676	1_120778921_120793935	0.00000
LOC101748678	5_48083247_48084870	0.27915
LOC101748679	9_2901939_2903487	0.00000
LOC101748680	24_2998652_3012949	0.00000
LOC101748681	1_79386737_79389248	0.81849
LOC101748682	1_102778620_102781915	0.00000
LOC101748683	1_193662225_193663836	0.00000
LOC101748684	Un_33580054_33581548	0.00000
LOC101748685	Un_34881100_34882434	0.00000
LOC101748686	2_66537605_66544778	0.52572
LOC101748687	Un_8774586_8776233	0.00000
LOC101748688	3_4487828_4491280	0.00000
LOC101748689	4_859110_882753	0.00000
LOC101748690	5_21979129_21981692	0.00000
LOC101748691	6_32757071_32764418	0.44236
LOC101748692	10_16026362_16095959	0.00000
LOC101748693	14_1445334_1447079	0.00000
LOC101748694	2_88935644_88945541	28.25380
LOC101748695	2_95311858_95319353	0.00000
LOC101748696	3_102890337_102894823	0.00000
LOC101748697	9_5084394_5088308	0.00000
LOC101748699	1_73546162_73590312	0.14097
LOC101748700	Z_66938545_66938963	0.00000
LOC101748701	1_random_907753_908395	0.00000
LOC101748702	1_149095942_149115080	0.00000
LOC101748703	14_random_17249_17957	5.23745
LOC101748704	23_random_6018_7344	12.66180
LOC101748705	Un_33633016_33633889	10.14620
LOC101748706	Un_5583444_5586754	1.42069
LOC101748707	Un_4001825_4003598	0.00000
LOC101748708	2_116980523_116985733	0.00000
LOC101748709	2_139073188_139108712	0.00000
LOC101748710	3_79697761_79732293	0.00000
LOC101748711	5_41558300_41599087	0.00000
LOC101748712	6_19308779_19328520	0.00000
LOC101748713	1_109195327_109203804	0.00000
LOC101748714	2_55530065_55549720	1.86635
LOC101748715	Z_56575948_56576380	0.00000
LOC101748716	Z_60735409_60738807	0.00000
LOC101748717	1_95956701_95959532	0.00000
LOC101748718	1_102968126_102972246	0.00000
LOC101748719	Z_70197516_70202707	1.71506
LOC101748720	5_random_156992_158841	0.00000
LOC101748721	2_37880115_37881370	0.31289
LOC101748722	2_66570952_66572737	0.50358
LOC101748723	3_57057988_57062090	0.16871
LOC101748724	5_27599017_27613434	0.18847
LOC101748725	6_29389186_29501343	0.33303
LOC101748726	7_8747893_8749708	1.10867
LOC101748727	7_26309467_26311331	0.00000
LOC101748728	11_6904687_6908113	0.00000
LOC101748729	2_95335148_95337501	0.00000
LOC101748730	4_67597566_67603754	0.00000
LOC101748731	23_5291976_5350621	6.89052
LOC101748732,LOC101749157	9_2905341_2919014	0.00000
LOC101748733	9_5153063_5181997	0.00000
LOC101748734	Z_66988957_66993448	0.00000
LOC101748735	LGE64_145577_154654	0.13841
LOC101748736	Un_22761346_22762321	6.04518
LOC101748737	1_185770117_185780449	0.00000
LOC101748738	Un_30801784_30803210	8.38716
LOC101748739	2_46780102_46796270	0.00000
LOC101748740	2_63104978_63116624	0.05951
LOC101748741	Un_33034868_33035325	296.91100
LOC101748742	Un_19191991_19194429	92.74590
LOC101748743	2_139243941_139262418	0.00000
LOC101748744	4_2413897_2418329	0.00000
LOC101748746	5_41730263_41735601	0.00000
LOC101748747	6_7510322_7525627	6.00178
LOC101748748,PLEKHM3	7_11526734_11628583	1.80492
LOC101748751	24_315395_321423	0.00000
LOC101748752,MOCS2	Z_15790989_15799104	10.64720
LOC101748753	1_96159636_96164900	0.00000
LOC101748754	23_random_8708_9455	8.46126
LOC101748755	Un_27647189_27648754	4.13196
LOC101748756	Un_19850738_19851302	1.23203
LOC101748757	Un_452287_453607	0.00000
LOC101748758	2_66712319_66715476	0.00000
LOC101748759	Un_32915600_32918636	110.68200
LOC101748760	4_106269_115267	0.06521
LOC101748761	4_1785351_1790003	0.00000
LOC101748762	9_11560751_11611077	0.00000
LOC101748763	11_6968057_6973041	0.00000
LOC101748764	14_6217957_6219473	0.00000
LOC101748765	1_120832853_120836055	0.00000
LOC101748766	2_74483970_74487723	0.00000
LOC101748767	20_11798778_11820425	0.00000
LOC101748768	1_30046402_30056396	0.00000
LOC101748769	Z_43624603_43657254	0.00000
LOC101748770	Z_67035855_67045193	0.00000
LOC101748771	Z_65952441_65956096	0.03654
LOC101748772	Un_10644417_10644827	16.19420
LOC101748773	1_186003168_186005310	0.31620
LOC101748774	Un_21354355_21355804	0.00000
LOC101748775	2_46816193_46819836	0.00000
LOC101748776	3_4697161_4703757	0.07404
LOC101748778	3_80036452_80044004	0.00000
LOC101748779	4_6434629_6444354	0.00000
LOC101748780	5_41757220_41832726	0.00000
LOC101748781	7_8751779_8753367	0.00000
LOC101748782	14_1820491_1828374	1.46864
LOC101748783	4_82721479_82738321	0.00000
LOC101748784	4_86112525_86117454	0.00000
LOC101748785	9_2928773_2929567	0.00000
LOC101748786	Z_1283579_1289426	0.00000
LOC101748787	1_75288215_75294775	0.00000
LOC101748788	Z_53360758_53397399	0.12016
LOC101748789	1_96188120_96195801	0.00000
LOC101748790	LGE64_175906_255017	0.00000
LOC101748791	1_149228993_149231273	0.00000
LOC101748792	23_random_47_640	0.00000
LOC101748793	Un_33683465_33683671	10.61880
LOC101748794	Un_13001768_13002681	0.00000
LOC101748795	Un_7013249_7014878	4797.92000
LOC101748796	Un_29999065_30000140	0.00000
LOC101748797	Un_10781567_10784617	1.81675
LOC101748798	6_16544067_16635068	1.23872
LOC101748799	7_11742780_11748913	0.00000
LOC101748800,THSD4	10_5833833_6197717	0.36110
LOC101748801	1_120965793_120973225	0.00000
LOC101748802	14_12426582_12439130	0.00000
LOC101748803	2_79880594_79886803	0.00000
LOC101748804	4_71639818_71663135	0.00000
LOC101748805	9_10383182_10385006	0.00000
LOC101748806	24_3042905_3047200	0.00000
LOC101748807	28_4104065_4104915	0.00000
LOC101748808	Z_25683928_25684784	5.67397
LOC101748809	Z_43641640_43644687	0.00000
LOC101748810	1_156473772_156481261	0.00000
LOC101748811	1_186177545_186187351	0.00000
LOC101748812	2_66676015_66678568	0.00000
LOC101748813	Un_32924239_32927052	50.89440
LOC101748814	4_6484746_6487668	0.00000
LOC101748815	4_40922395_40924662	0.00000
LOC101748817	5_42088632_42111362	0.00000
LOC101748818	8_7997096_8012622	0.00000
LOC101748819	10_15915266_15953961	0.92362
LOC101748820	14_1839516_1854361	0.63548
LOC101748821	1_106173069_106175690	0.00000
LOC101748822	14_4392652_4402234	0.09016
LOC101748823	1_115284784_115287066	0.01808
LOC101748824	3_54505977_54510415	0.56240
LOC101748825	4_86144968_86146204	0.00000
LOC101748826	8_26498580_26499688	0.00000
LOC101748827	1_56806722_56815567	0.08363
LOC101748828	Z_65959656_65963310	0.03654
LOC101748829	1_random_706315_706811	0.00000
LOC101748830	5_random_173049_174507	0.00000
LOC101748831	Un_28843191_28843874	2.74645
LOC101748833	Un_372492_375035	0.00000
LOC101748834	Un_34095839_34096902	0.00000
LOC101748835	2_128295198_128299546	0.00000
LOC101748836	2_135526556_135547540	13.68960
LOC101748837	3_87517735_87519976	0.00000
LOC101748838	4_46937834_46944041	0.00000
LOC101748839	5_22219910_22229501	0.05743
LOC101748840	5_59551506_59552609	1.13194
LOC101748841	6_23960464_23967615	0.00000
LOC101748843	12_10529923_10604690	0.00000
LOC101748844	1_121993659_122010320	0.00000
LOC101748845	1_1063087_1065866	0.00000
LOC101748846	27_1581345_1582862	0.00000
LOC101748847	Z_43717420_43724844	0.00000
LOC101748848	LGE64_259487_269113	0.06398
LOC101748849	Un_7214417_7215338	0.53226
LOC101748850	1_186390367_186404072	0.00000
LOC101748851	Un_34657058_34659844	21.22230
LOC101748852	Un_18452984_18453497	5.32253
LOC101748853	Un_16377717_16378748	46.38730
LOC101748854	Un_31516489_31517494	75.90840
LOC101748855	2_66938151_66950357	11.47650
LOC101748856	4_2516215_2517341	0.00000
LOC101748857	4_41137023_41154478	0.44682
LOC101748858	9_11629298_11696589	0.45200
LOC101748859	10_15904044_15913364	0.27485
LOC101748860	10_6361919_6366266	0.00000
LOC101748861	13_12641073_12644512	0.00000
LOC101748862	14_1895609_1904010	0.00000
LOC101748863	14_12567332_12583836	0.00000
LOC101748864	17_3649428_3655802	0.00000
LOC101748866	4_86511890_86530376	0.00000
LOC101748867	24_2776441_2804720	0.00000
LOC101748868	1_149444209_149458443	0.00000
LOC101748869	1_169558555_169567877	0.12800
LOC101748870	Un_12352977_12353613	0.00000
LOC101748871	Un_1230813_1232537	18.42660
LOC101748872	Un_13358501_13359740	0.00000
LOC101748873	Un_23946703_23947681	28.18190
LOC101748874	Un_11150321_11150827	0.00000
LOC101748875	Un_28612718_28615645	0.12751
LOC101748876	3_57116456_57121118	0.00000
LOC101748877	5_59552723_59554188	0.06794
LOC101748878	13_7757210_7761724	0.17306
LOC101748879	4_72353910_72354979	0.00000
LOC101748880	1_1140001_1141133	0.00000
LOC101748882	Z_43885611_43904167	0.00000
LOC101748883	1_75352523_75364737	0.00000
LOC101748884	Z_46511090_46513605	0.00000
LOC101748885	1_103074183_103083223	0.00000
LOC101748886	Z_65966870_65969979	0.25660
LOC101748887	5_random_134116_135451	0.00000
LOC101748888	17_random_13106_13416	40.52820
LOC101748889	1_186408164_186411991	0.00000
LOC101748890	Un_34864403_34866914	0.00000
LOC101748891	Un_9309350_9310191	0.00000
LOC101748892	Un_36217702_36218733	0.00000
LOC101748893	Un_33786218_33787399	0.00000
LOC101748894	Un_22833565_22835188	4.67580
LOC101748895	Un_14440360_14457710	125.17800
LOC101748896	2_67260324_67264349	0.33732
LOC101748897	2_96566841_96571775	0.00000
LOC101748898	2_117713326_117717109	0.00000
LOC101748899,SENP6	3_79968964_80034556	15.45510
LOC101748900	4_41324217_41328545	0.00000
LOC101748901	6_8140721_8159796	0.07278
LOC101748902	9_11612964_11617760	0.00000
LOC101748903	10_15823203_15841937	0.00000
LOC101748904	17_3663304_3686983	0.00000
LOC101748905	19_5174866_5180519	9.86161
LOC101748906	4_86538665_86540149	0.00000
LOC101748907	1_134615_143263	0.06213
LOC101748908	27_629759_630475	0.00000
LOC101748909	27_1578707_1581193	239.31900
LOC101748910	Z_25884872_25886345	0.00000
LOC101748911	1_73713836_73715404	0.00000
LOC101748912	Z_67086566_67091241	0.00000
LOC101748913	1_152938866_152943027	1.37110
LOC101748914	24_random_1773_3431	5.43935
LOC101748915	Un_22313060_22317188	0.00000
LOC101748916	Un_2795487_2798493	7.97218
LOC101748917	2_139665379_139670079	0.00000
LOC101748918	5_59559510_59560615	0.09212
LOC101748919	15_11214427_11218767	0.00000
LOC101748920	14_15157292_15160308	7.45199
LOC101748921	18_10954912_10960049	1.06191
LOC101748922	4_72462711_72476482	0.00000
LOC101748923	23_101794_105901	0.55600
LOC101748925	1_1113345_1124038	0.00000
LOC101748926	1_56886903_56900631	0.23597
LOC101748927	Z_32100842_32105023	0.00000
LOC101748928	17_random_26317_27180	1.28500
LOC101748929	1_186438253_186440214	0.00000
LOC101748930	Un_4711493_4712267	0.74472
LOC101748931	Un_29792411_29794222	4.38136
LOC101748932	2_4645078_4650949	0.19411
LOC101748933	Un_26359019_26363096	1.34778
LOC101748934	Un_35069595_35070185	3.40836
LOC101748935	4_19572113_19582009	0.00000
LOC101748936	4_41455175_41461237	0.13655
LOC101748937	4_47008581_47083941	0.00000
LOC101748938	6_8106081_8107988	0.00000
LOC101748939	9_11699344_11846404	0.60567
LOC101748941	13_326296_334167	0.00000
LOC101748942	15_7099630_7102964	0.00000
LOC101748943	17_3742856_3975122	0.00000
LOC101748944	2_79898424_79900913	0.00000
LOC101748945	3_38057713_38058758	0.00000
LOC101748946	19_655475_658916	0.00000
LOC101748947	4_86806611_86816715	0.00000
LOC101748951	27_1603214_1611503	0.00000
LOC101748952	1_73748191_73752868	0.00000
LOC101748953	5_random_137315_137958	0.00000
LOC101748954	2_11296400_11354087	0.00000
LOC101748955	Un_30109959_30111174	3.00319
LOC101748956	2_32901994_32904377	0.00000
LOC101748957	5_59563984_59565208	1.35582
LOC101748958	9_20260631_20270194	0.00000
LOC101748959,LOC101748998,SNX9	3_50968943_51052011	36.97280
LOC101748960	4_59671136_59676549	12.47340
LOC101748961	4_72544895_72550712	0.00000
LOC101748962	Z_53451877_53456520	0.18157
LOC101748963	1_150023989_150054372	0.00000
LOC101748964	17_random_13927_17653	0.05772
LOC101748965	1_186454948_186458319	0.00000
LOC101748966	Un_19502090_19502929	184.40200
LOC101748967	Un_27222940_27223745	0.00000
LOC101748968	2_38699909_38753177	0.00000
LOC101748969	2_43564529_43613668	0.32051
LOC101748970	2_57932883_57935929	0.46280
LOC101748972	4_41551014_41573353	0.00000
LOC101748973	10_6867694_6904765	0.00000
LOC101748974	13_321110_325188	0.00000
LOC101748975	13_7832905_7842863	0.00000
LOC101748976	15_11249787_11261118	0.00000
LOC101748977	26_500529_507381	13.22260
LOC101748978	17_4078256_4083738	0.00000
LOC101748980	4_87402525_87409437	0.19833
LOC101748981	4_82854367_82872014	0.09889
LOC101748982	9_10832500_10864214	0.00000
LOC101748983	Z_15828899_15829636	0.00000
LOC101748984	1_38035498_38042591	0.04862
LOC101748985	Z_56930606_56938267	0.00000
LOC101748986	Un_2465654_2467335	1.69627
LOC101748987	Un_12232230_12233645	5.75126
LOC101748988	2_28537606_28539818	0.00000
LOC101748989	Un_22440191_22440868	0.19830
LOC101748990,LOC101749050	Un_13966043_13972164	1.01391
LOC101748991	Un_31925829_31926558	0.00000
LOC101748992	2_67521444_67529303	0.00000
LOC101748993	2_126186976_126194426	0.00000
LOC101748995	3_87562321_87586355	0.00000
LOC101748996	5_59565543_59566825	0.00000
LOC101748997	9_20325114_20343759	0.00000
LOC101748999	4_59684742_59694782	0.28749
LOC101749000	Z_20578856_20587566	0.00000
LOC101749001	1_410268_421435	0.84976
LOC101749002	Z_67074959_67084354	0.00000
LOC101749003	18_random_200331_202976	0.00000
LOC101749004	Un_876292_880731	0.03764
LOC101749005	Un_2460192_2461643	0.25573
LOC101749006	Un_34708368_34709346	0.00000
LOC101749008	2_39107015_39153513	0.50668
LOC101749009	4_41470010_41528142	0.00000
LOC101749010	7_6847335_6848908	0.00000
LOC101749011	11_7117025_7142424	0.00000
LOC101749012	14_6376288_6379310	0.64741
LOC101749013	2_80306706_80308680	0.79716
LOC101749014	17_4152565_4157228	0.00000
LOC101749015	21_2079662_2086170	0.41627
LOC101749016	9_10912739_10955034	0.38196
LOC101749017	26_5007725_5019397	1.18370
LOC101749018	27_661795_672352	0.00000
LOC101749019	Z_46627894_46646540	0.44955
LOC101749020	Z_53456577_53463199	3.10917
LOC101749021	1_123780103_123802734	0.00000
LOC101749022	LGE64_328148_332164	0.00000
LOC101749023	1_175436855_175444339	0.24893
LOC101749024	Un_8434275_8435549	4.87714
LOC101749025	Un_5018961_5019635	3.09337
LOC101749026	Un_19834512_19834957	19.19930
LOC101749027	2_4653185_4659670	0.00000
LOC101749028	Un_22441049_22441543	0.00000
LOC101749029	Un_19698187_19699343	0.00000
LOC101749030	Un_20172617_20177540	0.00000
LOC101749032,MFAP3L	4_24734509_24752116	13.60190
LOC101749033	4_47289727_47291165	0.00000
LOC101749034	7_15019740_15027281	0.04546
LOC101749035	8_8081812_8097163	0.00000
LOC101749036	10_3574097_3575920	0.00000
LOC101749038	3_14714802_14715987	2.22697
LOC101749039	3_34002142_34016027	0.09946
LOC101749040	19_5253605_5257683	0.00000
LOC101749041	4_59750234_59754469	1.04138
LOC101749043	1_30611916_30614133	0.00000
LOC101749044	Z_34251778_34252901	0.00000
LOC101749045	1_73875080_73889093	0.00000
LOC101749046	1_75315003_75319898	0.13179
LOC101749047	2_11640603_11644229	0.00000
LOC101749048	2_21666419_21669728	0.00000
LOC101749049	Un_36077669_36078605	0.00000
LOC101749051	Un_17274756_17277187	0.21543
LOC101749052	3_57289646_57306625	0.00000
LOC101749053	1_115305666_115358272	0.00000
LOC101749054	17_4177778_4185655	0.00000
LOC101749055	22_2752222_2753571	5.74392
LOC101749057	9_10881468_10899364	0.00000
LOC101749058	Z_46766587_46776316	0.00000
LOC101749059	Z_67091491_67093000	0.00000
LOC101749061	1_150088862_150092460	0.00000
LOC101749062	Un_13310886_13314226	0.07726
LOC101749063	Un_36137678_36138599	27.46320
LOC101749064	Un_11099195_11100165	7.85862
LOC101749065	2_4774618_4777677	0.00000
LOC101749066	Un_22622381_22623009	0.00000
LOC101749067	2_32907041_32910888	0.15332
LOC101749068	Un_3000855_3001824	0.00000
LOC101749069	4_6997614_7018744	0.00000
LOC101749070	4_47300156_47306136	0.00000
LOC101749072	20_3799225_3804065	0.00000
LOC101749073,TCEA3	23_2127679_2138557	15.24650
LOC101749074	1_30614750_30616524	0.28106
LOC101749075	Z_44018311_44019830	0.00000
LOC101749076	Un_16484066_16486794	0.55453
LOC101749077	Un_14822240_14823404	1477.60000
LOC101749078	Un_21231649_21232803	1.65262
LOC101749079	Un_6733413_6734030	7.16732
LOC101749080	2_67566563_67570685	0.00000
LOC101749081	Un_20181109_20182583	0.00000
LOC101749082	3_62903393_62906644	0.00000
LOC101749083	3_87637120_87644884	0.00000
LOC101749084	5_42199366_42210414	0.00000
LOC101749085	10_11353239_11380819	0.00000
LOC101749087	15_8831389_8837801	0.16364
LOC101749088	1_116152369_116155914	0.00000
LOC101749089	18_7390435_7398023	0.11975
LOC101749090	4_85426638_85428770	0.00000
LOC101749091	1_53522098_53526584	0.00000
LOC101749092	Z_26032001_26035625	0.00000
LOC101749093	Z_46833326_46845616	0.00000
LOC101749094	Z_81351489_81355700	0.08861
LOC101749095	1_137997660_137998664	0.00000
LOC101749096	1_150147524_150174694	0.00000
LOC101749099	Un_26521767_26532563	0.00000
LOC101749100	Un_15073779_15074899	0.37252
LOC101749101	Un_15375815_15378971	1.57794
LOC101749103	1_109249685_109275586	0.25841
LOC101749104	20_3804437_3844886	0.04326
LOC101749105	4_83152728_83165070	0.00000
LOC101749106	4_87703055_87708497	0.00000
LOC101749108	1_30626561_30632377	0.16858
LOC101749109	27_4084460_4087659	0.00000
LOC101749110	1_60568168_60573366	0.00000
LOC101749111	Z_67761431_67772328	0.00488
LOC101749112	2_random_111221_113981	0.00000
LOC101749113	Un_22568058_22573650	0.18248
LOC101749114	Un_26327322_26327805	0.00000
LOC101749115	2_67532321_67565626	0.00000
LOC101749116	2_104820414_104834314	0.00000
LOC101749117	Un_11250646_11268765	3.13417
LOC101749118	2_111026098_111027936	0.00000
LOC101749119	Un_3011774_3012710	0.00000
LOC101749120	3_63001487_63008277	0.00000
LOC101749121	3_87652201_87654670	0.00000
LOC101749122	7_17682054_17690350	0.85188
LOC101749123	7_19707429_19950137	0.00000
LOC101749124	10_11501529_11512234	0.00000
LOC101749125	10_18850853_18864423	0.05735
LOC101749126	1_121629550_121634410	0.10068
LOC101749127	22_1381955_1388560	0.56128
LOC101749128	27_714625_715232	0.00000
LOC101749129	1_49730397_49747627	0.36123
LOC101749131	Z_26035822_26038806	0.00000
LOC101749132	Z_34277423_34279399	0.25751
LOC101749133	1_131892361_131902562	6.76108
LOC101749134	1_138009385_138010372	0.00000
